"","year","data","what","model_id","fmodel","qmodel","rmodel","stock"
"1780",2006,0.28534975,"fbar",16,"fmodel1","qmodel3","rmodel2","stk"
"1781",2007,0.40565125,"fbar",16,"fmodel1","qmodel3","rmodel2","stk"
"1782",2008,0.4512005,"fbar",16,"fmodel1","qmodel3","rmodel2","stk"
"1783",2009,0.37918375,"fbar",16,"fmodel1","qmodel3","rmodel2","stk"
"1784",2010,0.2643045,"fbar",16,"fmodel1","qmodel3","rmodel2","stk"
"1785",2011,0.1721045,"fbar",16,"fmodel1","qmodel3","rmodel2","stk"
"1786",2012,0.128206,"fbar",16,"fmodel1","qmodel3","rmodel2","stk"
"1787",2013,0.1301805,"fbar",16,"fmodel1","qmodel3","rmodel2","stk"
"1788",2014,0.16128425,"fbar",16,"fmodel1","qmodel3","rmodel2","stk"
"1789",2015,0.17246675,"fbar",16,"fmodel1","qmodel3","rmodel2","stk"
"1790",2016,0.1309775,"fbar",16,"fmodel1","qmodel3","rmodel2","stk"
"1791",2017,0.079943925,"fbar",16,"fmodel1","qmodel3","rmodel2","stk"
"1792",2018,0.047116225,"fbar",16,"fmodel1","qmodel3","rmodel2","stk"
"1793",1963,174360.199998801,"ssb",17,"fmodel2","qmodel3","rmodel2","stk"
"1794",1964,186710.246115528,"ssb",17,"fmodel2","qmodel3","rmodel2","stk"
"1795",1965,209276.546989133,"ssb",17,"fmodel2","qmodel3","rmodel2","stk"
"1796",1966,170679.823367097,"ssb",17,"fmodel2","qmodel3","rmodel2","stk"
"1797",1967,102944.451474197,"ssb",17,"fmodel2","qmodel3","rmodel2","stk"
"1798",1968,66407.805090464,"ssb",17,"fmodel2","qmodel3","rmodel2","stk"
"1799",1969,49829.5354207553,"ssb",17,"fmodel2","qmodel3","rmodel2","stk"
"1800",1970,36009.7694234117,"ssb",17,"fmodel2","qmodel3","rmodel2","stk"
"1801",1971,23293.8839194255,"ssb",17,"fmodel2","qmodel3","rmodel2","stk"
"1802",1972,14458.8610744563,"ssb",17,"fmodel2","qmodel3","rmodel2","stk"
"1803",1973,10331.7514721248,"ssb",17,"fmodel2","qmodel3","rmodel2","stk"
"1804",1974,11973.8248928766,"ssb",17,"fmodel2","qmodel3","rmodel2","stk"
"1805",1975,16430.7309297719,"ssb",17,"fmodel2","qmodel3","rmodel2","stk"
"1806",1976,19454.1621320362,"ssb",17,"fmodel2","qmodel3","rmodel2","stk"
"1807",1977,30458.7672893615,"ssb",17,"fmodel2","qmodel3","rmodel2","stk"
"1808",1978,49252.5887801599,"ssb",17,"fmodel2","qmodel3","rmodel2","stk"
"1809",1979,53485.8924841356,"ssb",17,"fmodel2","qmodel3","rmodel2","stk"
"1810",1980,50607.5210144322,"ssb",17,"fmodel2","qmodel3","rmodel2","stk"
"1811",1981,48288.6860089161,"ssb",17,"fmodel2","qmodel3","rmodel2","stk"
"1812",1982,39074.1547907304,"ssb",17,"fmodel2","qmodel3","rmodel2","stk"
"1813",1983,26933.7974436912,"ssb",17,"fmodel2","qmodel3","rmodel2","stk"
"1814",1984,17457.7836643559,"ssb",17,"fmodel2","qmodel3","rmodel2","stk"
"1815",1985,14175.5091269116,"ssb",17,"fmodel2","qmodel3","rmodel2","stk"
"1816",1986,14079.4632699234,"ssb",17,"fmodel2","qmodel3","rmodel2","stk"
"1817",1987,13217.5004024664,"ssb",17,"fmodel2","qmodel3","rmodel2","stk"
"1818",1988,12973.1050610695,"ssb",17,"fmodel2","qmodel3","rmodel2","stk"
"1819",1989,14679.932656158,"ssb",17,"fmodel2","qmodel3","rmodel2","stk"
"1820",1990,16544.3397358421,"ssb",17,"fmodel2","qmodel3","rmodel2","stk"
"1821",1991,14371.2385837165,"ssb",17,"fmodel2","qmodel3","rmodel2","stk"
"1822",1992,11215.7197248992,"ssb",17,"fmodel2","qmodel3","rmodel2","stk"
"1823",1993,10635.2313816286,"ssb",17,"fmodel2","qmodel3","rmodel2","stk"
"1824",1994,14939.957568624,"ssb",17,"fmodel2","qmodel3","rmodel2","stk"
"1825",1995,19250.7807525381,"ssb",17,"fmodel2","qmodel3","rmodel2","stk"
"1826",1996,23489.2504065209,"ssb",17,"fmodel2","qmodel3","rmodel2","stk"
"1827",1997,28676.4118754936,"ssb",17,"fmodel2","qmodel3","rmodel2","stk"
"1828",1998,35173.9085931519,"ssb",17,"fmodel2","qmodel3","rmodel2","stk"
"1829",1999,44522.981956997,"ssb",17,"fmodel2","qmodel3","rmodel2","stk"
"1830",2000,59525.628594558,"ssb",17,"fmodel2","qmodel3","rmodel2","stk"
"1831",2001,72861.5530351657,"ssb",17,"fmodel2","qmodel3","rmodel2","stk"
"1832",2002,79963.5118046168,"ssb",17,"fmodel2","qmodel3","rmodel2","stk"
"1833",2003,80475.1448456422,"ssb",17,"fmodel2","qmodel3","rmodel2","stk"
"1834",2004,64515.7392125603,"ssb",17,"fmodel2","qmodel3","rmodel2","stk"
"1835",2005,63868.4722571228,"ssb",17,"fmodel2","qmodel3","rmodel2","stk"
"1836",2006,97679.7176024592,"ssb",17,"fmodel2","qmodel3","rmodel2","stk"
"1837",2007,102512.186096856,"ssb",17,"fmodel2","qmodel3","rmodel2","stk"
"1838",2008,88526.2978350131,"ssb",17,"fmodel2","qmodel3","rmodel2","stk"
"1839",2009,76409.5419325977,"ssb",17,"fmodel2","qmodel3","rmodel2","stk"
"1840",2010,57110.3573763813,"ssb",17,"fmodel2","qmodel3","rmodel2","stk"
"1841",2011,40125.9531456613,"ssb",17,"fmodel2","qmodel3","rmodel2","stk"
"1842",2012,43262.0465563208,"ssb",17,"fmodel2","qmodel3","rmodel2","stk"
"1843",2013,76732.2415468383,"ssb",17,"fmodel2","qmodel3","rmodel2","stk"
"1844",2014,94043.3382710531,"ssb",17,"fmodel2","qmodel3","rmodel2","stk"
"1845",2015,92352.4541348209,"ssb",17,"fmodel2","qmodel3","rmodel2","stk"
"1846",2016,115433.760728832,"ssb",17,"fmodel2","qmodel3","rmodel2","stk"
"1847",2017,125097.791053528,"ssb",17,"fmodel2","qmodel3","rmodel2","stk"
"1848",2018,126862.0206778,"ssb",17,"fmodel2","qmodel3","rmodel2","stk"
"1849",1963,0.24448625,"fbar",17,"fmodel2","qmodel3","rmodel2","stk"
"1850",1964,0.3807405,"fbar",17,"fmodel2","qmodel3","rmodel2","stk"
"1851",1965,0.5367495,"fbar",17,"fmodel2","qmodel3","rmodel2","stk"
"1852",1966,0.6179845,"fbar",17,"fmodel2","qmodel3","rmodel2","stk"
"1853",1967,0.55797075,"fbar",17,"fmodel2","qmodel3","rmodel2","stk"
"1854",1968,0.456138,"fbar",17,"fmodel2","qmodel3","rmodel2","stk"
"1855",1969,0.409828,"fbar",17,"fmodel2","qmodel3","rmodel2","stk"
"1856",1970,0.45271225,"fbar",17,"fmodel2","qmodel3","rmodel2","stk"
"1857",1971,0.48826375,"fbar",17,"fmodel2","qmodel3","rmodel2","stk"
"1858",1972,0.36947575,"fbar",17,"fmodel2","qmodel3","rmodel2","stk"
"1859",1973,0.2350915,"fbar",17,"fmodel2","qmodel3","rmodel2","stk"
"1860",1974,0.2009034,"fbar",17,"fmodel2","qmodel3","rmodel2","stk"
"1861",1975,0.1774514,"fbar",17,"fmodel2","qmodel3","rmodel2","stk"
"1862",1976,0.1586125,"fbar",17,"fmodel2","qmodel3","rmodel2","stk"
"1863",1977,0.2104795,"fbar",17,"fmodel2","qmodel3","rmodel2","stk"
"1864",1978,0.32616675,"fbar",17,"fmodel2","qmodel3","rmodel2","stk"
"1865",1979,0.4265995,"fbar",17,"fmodel2","qmodel3","rmodel2","stk"
"1866",1980,0.51355775,"fbar",17,"fmodel2","qmodel3","rmodel2","stk"
"1867",1981,0.5582645,"fbar",17,"fmodel2","qmodel3","rmodel2","stk"
"1868",1982,0.52933775,"fbar",17,"fmodel2","qmodel3","rmodel2","stk"
"1869",1983,0.486506,"fbar",17,"fmodel2","qmodel3","rmodel2","stk"
"1870",1984,0.473301,"fbar",17,"fmodel2","qmodel3","rmodel2","stk"
"1871",1985,0.47719025,"fbar",17,"fmodel2","qmodel3","rmodel2","stk"
"1872",1986,0.45143475,"fbar",17,"fmodel2","qmodel3","rmodel2","stk"
"1873",1987,0.38064375,"fbar",17,"fmodel2","qmodel3","rmodel2","stk"
"1874",1988,0.34111925,"fbar",17,"fmodel2","qmodel3","rmodel2","stk"
"1875",1989,0.35406425,"fbar",17,"fmodel2","qmodel3","rmodel2","stk"
"1876",1990,0.4025005,"fbar",17,"fmodel2","qmodel3","rmodel2","stk"
"1877",1991,0.471992,"fbar",17,"fmodel2","qmodel3","rmodel2","stk"
"1878",1992,0.5327255,"fbar",17,"fmodel2","qmodel3","rmodel2","stk"
"1879",1993,0.513657,"fbar",17,"fmodel2","qmodel3","rmodel2","stk"
"1880",1994,0.42346225,"fbar",17,"fmodel2","qmodel3","rmodel2","stk"
"1881",1995,0.31578175,"fbar",17,"fmodel2","qmodel3","rmodel2","stk"
"1882",1996,0.22849925,"fbar",17,"fmodel2","qmodel3","rmodel2","stk"
"1883",1997,0.17757925,"fbar",17,"fmodel2","qmodel3","rmodel2","stk"
"1884",1998,0.16454375,"fbar",17,"fmodel2","qmodel3","rmodel2","stk"
"1885",1999,0.18698975,"fbar",17,"fmodel2","qmodel3","rmodel2","stk"
"1886",2000,0.23349225,"fbar",17,"fmodel2","qmodel3","rmodel2","stk"
"1887",2001,0.285574,"fbar",17,"fmodel2","qmodel3","rmodel2","stk"
"1888",2002,0.3271395,"fbar",17,"fmodel2","qmodel3","rmodel2","stk"
"1889",2003,0.3565525,"fbar",17,"fmodel2","qmodel3","rmodel2","stk"
"1890",2004,0.36747375,"fbar",17,"fmodel2","qmodel3","rmodel2","stk"
"1891",2005,0.36026425,"fbar",17,"fmodel2","qmodel3","rmodel2","stk"
"1892",2006,0.3354915,"fbar",17,"fmodel2","qmodel3","rmodel2","stk"
"1893",2007,0.28373375,"fbar",17,"fmodel2","qmodel3","rmodel2","stk"
"1894",2008,0.228557,"fbar",17,"fmodel2","qmodel3","rmodel2","stk"
"1895",2009,0.19893975,"fbar",17,"fmodel2","qmodel3","rmodel2","stk"
"1896",2010,0.21131425,"fbar",17,"fmodel2","qmodel3","rmodel2","stk"
"1897",2011,0.282136,"fbar",17,"fmodel2","qmodel3","rmodel2","stk"
"1898",2012,0.386029,"fbar",17,"fmodel2","qmodel3","rmodel2","stk"
"1899",2013,0.410177,"fbar",17,"fmodel2","qmodel3","rmodel2","stk"
"1900",2014,0.37200375,"fbar",17,"fmodel2","qmodel3","rmodel2","stk"
"1901",2015,0.313912275,"fbar",17,"fmodel2","qmodel3","rmodel2","stk"
"1902",2016,0.219302875,"fbar",17,"fmodel2","qmodel3","rmodel2","stk"
"1903",2017,0.134146,"fbar",17,"fmodel2","qmodel3","rmodel2","stk"
"1904",2018,0.08658545,"fbar",17,"fmodel2","qmodel3","rmodel2","stk"
"1905",1963,188468.378725247,"ssb",18,"fmodel3","qmodel3","rmodel2","stk"
"1906",1964,205925.756941588,"ssb",18,"fmodel3","qmodel3","rmodel2","stk"
"1907",1965,223626.061649276,"ssb",18,"fmodel3","qmodel3","rmodel2","stk"
"1908",1966,190348.061688556,"ssb",18,"fmodel3","qmodel3","rmodel2","stk"
"1909",1967,124192.852736212,"ssb",18,"fmodel3","qmodel3","rmodel2","stk"
"1910",1968,72601.5201986104,"ssb",18,"fmodel3","qmodel3","rmodel2","stk"
"1911",1969,41350.5088792534,"ssb",18,"fmodel3","qmodel3","rmodel2","stk"
"1912",1970,23303.8762052498,"ssb",18,"fmodel3","qmodel3","rmodel2","stk"
"1913",1971,14233.3416402031,"ssb",18,"fmodel3","qmodel3","rmodel2","stk"
"1914",1972,9984.26953082729,"ssb",18,"fmodel3","qmodel3","rmodel2","stk"
"1915",1973,9242.03534492437,"ssb",18,"fmodel3","qmodel3","rmodel2","stk"
"1916",1974,12529.9649388287,"ssb",18,"fmodel3","qmodel3","rmodel2","stk"
"1917",1975,17667.6958244125,"ssb",18,"fmodel3","qmodel3","rmodel2","stk"
"1918",1976,23180.8929175253,"ssb",18,"fmodel3","qmodel3","rmodel2","stk"
"1919",1977,38347.1747321894,"ssb",18,"fmodel3","qmodel3","rmodel2","stk"
"1920",1978,58907.6572514544,"ssb",18,"fmodel3","qmodel3","rmodel2","stk"
"1921",1979,64735.9553469752,"ssb",18,"fmodel3","qmodel3","rmodel2","stk"
"1922",1980,65618.5273255545,"ssb",18,"fmodel3","qmodel3","rmodel2","stk"
"1923",1981,58343.9468130721,"ssb",18,"fmodel3","qmodel3","rmodel2","stk"
"1924",1982,43664.2685656456,"ssb",18,"fmodel3","qmodel3","rmodel2","stk"
"1925",1983,31040.7187080889,"ssb",18,"fmodel3","qmodel3","rmodel2","stk"
"1926",1984,22324.8001686834,"ssb",18,"fmodel3","qmodel3","rmodel2","stk"
"1927",1985,19303.7534297518,"ssb",18,"fmodel3","qmodel3","rmodel2","stk"
"1928",1986,19256.3527417957,"ssb",18,"fmodel3","qmodel3","rmodel2","stk"
"1929",1987,20112.8848894538,"ssb",18,"fmodel3","qmodel3","rmodel2","stk"
"1930",1988,19850.7998260906,"ssb",18,"fmodel3","qmodel3","rmodel2","stk"
"1931",1989,20294.0610677338,"ssb",18,"fmodel3","qmodel3","rmodel2","stk"
"1932",1990,20358.7415836884,"ssb",18,"fmodel3","qmodel3","rmodel2","stk"
"1933",1991,16676.1622008866,"ssb",18,"fmodel3","qmodel3","rmodel2","stk"
"1934",1992,14236.6822116109,"ssb",18,"fmodel3","qmodel3","rmodel2","stk"
"1935",1993,14856.3352217847,"ssb",18,"fmodel3","qmodel3","rmodel2","stk"
"1936",1994,19769.2815732332,"ssb",18,"fmodel3","qmodel3","rmodel2","stk"
"1937",1995,24435.1525786181,"ssb",18,"fmodel3","qmodel3","rmodel2","stk"
"1938",1996,31002.5553032178,"ssb",18,"fmodel3","qmodel3","rmodel2","stk"
"1939",1997,39450.7860098029,"ssb",18,"fmodel3","qmodel3","rmodel2","stk"
"1940",1998,49290.2990175322,"ssb",18,"fmodel3","qmodel3","rmodel2","stk"
"1941",1999,61894.9631207114,"ssb",18,"fmodel3","qmodel3","rmodel2","stk"
"1942",2000,77980.1845321506,"ssb",18,"fmodel3","qmodel3","rmodel2","stk"
"1943",2001,87835.1636686777,"ssb",18,"fmodel3","qmodel3","rmodel2","stk"
"1944",2002,94559.942984819,"ssb",18,"fmodel3","qmodel3","rmodel2","stk"
"1945",2003,99440.8954355561,"ssb",18,"fmodel3","qmodel3","rmodel2","stk"
"1946",2004,81328.5828312459,"ssb",18,"fmodel3","qmodel3","rmodel2","stk"
"1947",2005,84191.2095672548,"ssb",18,"fmodel3","qmodel3","rmodel2","stk"
"1948",2006,101327.018872278,"ssb",18,"fmodel3","qmodel3","rmodel2","stk"
"1949",2007,84066.4775427753,"ssb",18,"fmodel3","qmodel3","rmodel2","stk"
"1950",2008,66538.3643754843,"ssb",18,"fmodel3","qmodel3","rmodel2","stk"
"1951",2009,54738.8299741633,"ssb",18,"fmodel3","qmodel3","rmodel2","stk"
"1952",2010,41666.4199048493,"ssb",18,"fmodel3","qmodel3","rmodel2","stk"
"1953",2011,32570.3300064366,"ssb",18,"fmodel3","qmodel3","rmodel2","stk"
"1954",2012,40030.3002414561,"ssb",18,"fmodel3","qmodel3","rmodel2","stk"
"1955",2013,65289.0898162598,"ssb",18,"fmodel3","qmodel3","rmodel2","stk"
"1956",2014,78762.9167770411,"ssb",18,"fmodel3","qmodel3","rmodel2","stk"
"1957",2015,85561.2140188394,"ssb",18,"fmodel3","qmodel3","rmodel2","stk"
"1958",2016,123974.614114566,"ssb",18,"fmodel3","qmodel3","rmodel2","stk"
"1959",2017,150053.395419795,"ssb",18,"fmodel3","qmodel3","rmodel2","stk"
"1960",2018,170976.245023649,"ssb",18,"fmodel3","qmodel3","rmodel2","stk"
"1961",1963,0.182638,"fbar",18,"fmodel3","qmodel3","rmodel2","stk"
"1962",1964,0.25765125,"fbar",18,"fmodel3","qmodel3","rmodel2","stk"
"1963",1965,0.357644,"fbar",18,"fmodel3","qmodel3","rmodel2","stk"
"1964",1966,0.47738525,"fbar",18,"fmodel3","qmodel3","rmodel2","stk"
"1965",1967,0.5960285,"fbar",18,"fmodel3","qmodel3","rmodel2","stk"
"1966",1968,0.6765725,"fbar",18,"fmodel3","qmodel3","rmodel2","stk"
"1967",1969,0.68135375,"fbar",18,"fmodel3","qmodel3","rmodel2","stk"
"1968",1970,0.60020725,"fbar",18,"fmodel3","qmodel3","rmodel2","stk"
"1969",1971,0.46451525,"fbar",18,"fmodel3","qmodel3","rmodel2","stk"
"1970",1972,0.32554325,"fbar",18,"fmodel3","qmodel3","rmodel2","stk"
"1971",1973,0.219015,"fbar",18,"fmodel3","qmodel3","rmodel2","stk"
"1972",1974,0.15312925,"fbar",18,"fmodel3","qmodel3","rmodel2","stk"
"1973",1975,0.1208515,"fbar",18,"fmodel3","qmodel3","rmodel2","stk"
"1974",1976,0.11447425,"fbar",18,"fmodel3","qmodel3","rmodel2","stk"
"1975",1977,0.132378,"fbar",18,"fmodel3","qmodel3","rmodel2","stk"
"1976",1978,0.17977575,"fbar",18,"fmodel3","qmodel3","rmodel2","stk"
"1977",1979,0.26273575,"fbar",18,"fmodel3","qmodel3","rmodel2","stk"
"1978",1980,0.37028125,"fbar",18,"fmodel3","qmodel3","rmodel2","stk"
"1979",1981,0.45754525,"fbar",18,"fmodel3","qmodel3","rmodel2","stk"
"1980",1982,0.472963,"fbar",18,"fmodel3","qmodel3","rmodel2","stk"
"1981",1983,0.41627425,"fbar",18,"fmodel3","qmodel3","rmodel2","stk"
"1982",1984,0.33582825,"fbar",18,"fmodel3","qmodel3","rmodel2","stk"
"1983",1985,0.274154,"fbar",18,"fmodel3","qmodel3","rmodel2","stk"
"1984",1986,0.2461205,"fbar",18,"fmodel3","qmodel3","rmodel2","stk"
"1985",1987,0.2513375,"fbar",18,"fmodel3","qmodel3","rmodel2","stk"
"1986",1988,0.28395075,"fbar",18,"fmodel3","qmodel3","rmodel2","stk"
"1987",1989,0.32922675,"fbar",18,"fmodel3","qmodel3","rmodel2","stk"
"1988",1990,0.35871325,"fbar",18,"fmodel3","qmodel3","rmodel2","stk"
"1989",1991,0.3451225,"fbar",18,"fmodel3","qmodel3","rmodel2","stk"
"1990",1992,0.290332,"fbar",18,"fmodel3","qmodel3","rmodel2","stk"
"1991",1993,0.22351775,"fbar",18,"fmodel3","qmodel3","rmodel2","stk"
"1992",1994,0.170661,"fbar",18,"fmodel3","qmodel3","rmodel2","stk"
"1993",1995,0.14014875,"fbar",18,"fmodel3","qmodel3","rmodel2","stk"
"1994",1996,0.13013375,"fbar",18,"fmodel3","qmodel3","rmodel2","stk"
"1995",1997,0.13702925,"fbar",18,"fmodel3","qmodel3","rmodel2","stk"
"1996",1998,0.157418,"fbar",18,"fmodel3","qmodel3","rmodel2","stk"
"1997",1999,0.18614825,"fbar",18,"fmodel3","qmodel3","rmodel2","stk"
"1998",2000,0.2154255,"fbar",18,"fmodel3","qmodel3","rmodel2","stk"
"1999",2001,0.238262,"fbar",18,"fmodel3","qmodel3","rmodel2","stk"
"2000",2002,0.2534325,"fbar",18,"fmodel3","qmodel3","rmodel2","stk"
"2001",2003,0.265661,"fbar",18,"fmodel3","qmodel3","rmodel2","stk"
"2002",2004,0.28091775,"fbar",18,"fmodel3","qmodel3","rmodel2","stk"
"2003",2005,0.30153725,"fbar",18,"fmodel3","qmodel3","rmodel2","stk"
"2004",2006,0.3234755,"fbar",18,"fmodel3","qmodel3","rmodel2","stk"
"2005",2007,0.33662525,"fbar",18,"fmodel3","qmodel3","rmodel2","stk"
"2006",2008,0.33014125,"fbar",18,"fmodel3","qmodel3","rmodel2","stk"
"2007",2009,0.300887,"fbar",18,"fmodel3","qmodel3","rmodel2","stk"
"2008",2010,0.25656975,"fbar",18,"fmodel3","qmodel3","rmodel2","stk"
"2009",2011,0.2095185,"fbar",18,"fmodel3","qmodel3","rmodel2","stk"
"2010",2012,0.16859325,"fbar",18,"fmodel3","qmodel3","rmodel2","stk"
"2011",2013,0.13664875,"fbar",18,"fmodel3","qmodel3","rmodel2","stk"
"2012",2014,0.112573,"fbar",18,"fmodel3","qmodel3","rmodel2","stk"
"2013",2015,0.093997,"fbar",18,"fmodel3","qmodel3","rmodel2","stk"
"2014",2016,0.0789098,"fbar",18,"fmodel3","qmodel3","rmodel2","stk"
"2015",2017,0.0661829,"fbar",18,"fmodel3","qmodel3","rmodel2","stk"
"2016",2018,0.055387575,"fbar",18,"fmodel3","qmodel3","rmodel2","stk"
"2017",1963,NA,"ssb",19,"fmodel1","qmodel1","rmodel3","stk"
"2018",1964,NA,"ssb",19,"fmodel1","qmodel1","rmodel3","stk"
"2019",1965,NA,"ssb",19,"fmodel1","qmodel1","rmodel3","stk"
"2020",1966,NA,"ssb",19,"fmodel1","qmodel1","rmodel3","stk"
"2021",1967,NA,"ssb",19,"fmodel1","qmodel1","rmodel3","stk"
"2022",1968,NA,"ssb",19,"fmodel1","qmodel1","rmodel3","stk"
"2023",1969,NA,"ssb",19,"fmodel1","qmodel1","rmodel3","stk"
"2024",1970,NA,"ssb",19,"fmodel1","qmodel1","rmodel3","stk"
"2025",1971,NA,"ssb",19,"fmodel1","qmodel1","rmodel3","stk"
"2026",1972,NA,"ssb",19,"fmodel1","qmodel1","rmodel3","stk"
"2027",1973,NA,"ssb",19,"fmodel1","qmodel1","rmodel3","stk"
"2028",1974,NA,"ssb",19,"fmodel1","qmodel1","rmodel3","stk"
"2029",1975,NA,"ssb",19,"fmodel1","qmodel1","rmodel3","stk"
"2030",1976,NA,"ssb",19,"fmodel1","qmodel1","rmodel3","stk"
"2031",1977,NA,"ssb",19,"fmodel1","qmodel1","rmodel3","stk"
"2032",1978,NA,"ssb",19,"fmodel1","qmodel1","rmodel3","stk"
"2033",1979,NA,"ssb",19,"fmodel1","qmodel1","rmodel3","stk"
"2034",1980,NA,"ssb",19,"fmodel1","qmodel1","rmodel3","stk"
"2035",1981,NA,"ssb",19,"fmodel1","qmodel1","rmodel3","stk"
"2036",1982,NA,"ssb",19,"fmodel1","qmodel1","rmodel3","stk"
"2037",1983,NA,"ssb",19,"fmodel1","qmodel1","rmodel3","stk"
"2038",1984,NA,"ssb",19,"fmodel1","qmodel1","rmodel3","stk"
"2039",1985,NA,"ssb",19,"fmodel1","qmodel1","rmodel3","stk"
"2040",1986,NA,"ssb",19,"fmodel1","qmodel1","rmodel3","stk"
"2041",1987,NA,"ssb",19,"fmodel1","qmodel1","rmodel3","stk"
"2042",1988,NA,"ssb",19,"fmodel1","qmodel1","rmodel3","stk"
"2043",1989,NA,"ssb",19,"fmodel1","qmodel1","rmodel3","stk"
"2044",1990,NA,"ssb",19,"fmodel1","qmodel1","rmodel3","stk"
"2045",1991,NA,"ssb",19,"fmodel1","qmodel1","rmodel3","stk"
"2046",1992,NA,"ssb",19,"fmodel1","qmodel1","rmodel3","stk"
"2047",1993,NA,"ssb",19,"fmodel1","qmodel1","rmodel3","stk"
"2048",1994,NA,"ssb",19,"fmodel1","qmodel1","rmodel3","stk"
"2049",1995,NA,"ssb",19,"fmodel1","qmodel1","rmodel3","stk"
"2050",1996,NA,"ssb",19,"fmodel1","qmodel1","rmodel3","stk"
"2051",1997,NA,"ssb",19,"fmodel1","qmodel1","rmodel3","stk"
"2052",1998,NA,"ssb",19,"fmodel1","qmodel1","rmodel3","stk"
"2053",1999,NA,"ssb",19,"fmodel1","qmodel1","rmodel3","stk"
"2054",2000,NA,"ssb",19,"fmodel1","qmodel1","rmodel3","stk"
"2055",2001,NA,"ssb",19,"fmodel1","qmodel1","rmodel3","stk"
"2056",2002,NA,"ssb",19,"fmodel1","qmodel1","rmodel3","stk"
"2057",2003,NA,"ssb",19,"fmodel1","qmodel1","rmodel3","stk"
"2058",2004,NA,"ssb",19,"fmodel1","qmodel1","rmodel3","stk"
"2059",2005,NA,"ssb",19,"fmodel1","qmodel1","rmodel3","stk"
"2060",2006,NA,"ssb",19,"fmodel1","qmodel1","rmodel3","stk"
"2061",2007,NA,"ssb",19,"fmodel1","qmodel1","rmodel3","stk"
"2062",2008,NA,"ssb",19,"fmodel1","qmodel1","rmodel3","stk"
"2063",2009,NA,"ssb",19,"fmodel1","qmodel1","rmodel3","stk"
"2064",2010,NA,"ssb",19,"fmodel1","qmodel1","rmodel3","stk"
"2065",2011,NA,"ssb",19,"fmodel1","qmodel1","rmodel3","stk"
"2066",2012,NA,"ssb",19,"fmodel1","qmodel1","rmodel3","stk"
"2067",2013,NA,"ssb",19,"fmodel1","qmodel1","rmodel3","stk"
"2068",2014,NA,"ssb",19,"fmodel1","qmodel1","rmodel3","stk"
"2069",2015,NA,"ssb",19,"fmodel1","qmodel1","rmodel3","stk"
"2070",2016,NA,"ssb",19,"fmodel1","qmodel1","rmodel3","stk"
"2071",2017,NA,"ssb",19,"fmodel1","qmodel1","rmodel3","stk"
"2072",2018,NA,"ssb",19,"fmodel1","qmodel1","rmodel3","stk"
"2073",1963,NA,"fbar",19,"fmodel1","qmodel1","rmodel3","stk"
"2074",1964,NA,"fbar",19,"fmodel1","qmodel1","rmodel3","stk"
"2075",1965,NA,"fbar",19,"fmodel1","qmodel1","rmodel3","stk"
"2076",1966,NA,"fbar",19,"fmodel1","qmodel1","rmodel3","stk"
"2077",1967,NA,"fbar",19,"fmodel1","qmodel1","rmodel3","stk"
"2078",1968,NA,"fbar",19,"fmodel1","qmodel1","rmodel3","stk"
"2079",1969,NA,"fbar",19,"fmodel1","qmodel1","rmodel3","stk"
"2080",1970,NA,"fbar",19,"fmodel1","qmodel1","rmodel3","stk"
"2081",1971,NA,"fbar",19,"fmodel1","qmodel1","rmodel3","stk"
"2082",1972,NA,"fbar",19,"fmodel1","qmodel1","rmodel3","stk"
"2083",1973,NA,"fbar",19,"fmodel1","qmodel1","rmodel3","stk"
"2084",1974,NA,"fbar",19,"fmodel1","qmodel1","rmodel3","stk"
"2085",1975,NA,"fbar",19,"fmodel1","qmodel1","rmodel3","stk"
"2086",1976,NA,"fbar",19,"fmodel1","qmodel1","rmodel3","stk"
"2087",1977,NA,"fbar",19,"fmodel1","qmodel1","rmodel3","stk"
"2088",1978,NA,"fbar",19,"fmodel1","qmodel1","rmodel3","stk"
"2089",1979,NA,"fbar",19,"fmodel1","qmodel1","rmodel3","stk"
"2090",1980,NA,"fbar",19,"fmodel1","qmodel1","rmodel3","stk"
"2091",1981,NA,"fbar",19,"fmodel1","qmodel1","rmodel3","stk"
"2092",1982,NA,"fbar",19,"fmodel1","qmodel1","rmodel3","stk"
"2093",1983,NA,"fbar",19,"fmodel1","qmodel1","rmodel3","stk"
"2094",1984,NA,"fbar",19,"fmodel1","qmodel1","rmodel3","stk"
"2095",1985,NA,"fbar",19,"fmodel1","qmodel1","rmodel3","stk"
"2096",1986,NA,"fbar",19,"fmodel1","qmodel1","rmodel3","stk"
"2097",1987,NA,"fbar",19,"fmodel1","qmodel1","rmodel3","stk"
"2098",1988,NA,"fbar",19,"fmodel1","qmodel1","rmodel3","stk"
"2099",1989,NA,"fbar",19,"fmodel1","qmodel1","rmodel3","stk"
"2100",1990,NA,"fbar",19,"fmodel1","qmodel1","rmodel3","stk"
"2101",1991,NA,"fbar",19,"fmodel1","qmodel1","rmodel3","stk"
"2102",1992,NA,"fbar",19,"fmodel1","qmodel1","rmodel3","stk"
"2103",1993,NA,"fbar",19,"fmodel1","qmodel1","rmodel3","stk"
"2104",1994,NA,"fbar",19,"fmodel1","qmodel1","rmodel3","stk"
"2105",1995,NA,"fbar",19,"fmodel1","qmodel1","rmodel3","stk"
"2106",1996,NA,"fbar",19,"fmodel1","qmodel1","rmodel3","stk"
