"","year","data","what","model_id","fmodel","qmodel","rmodel","stock"
"3032",1970,83198.7769523372,"ssb",28,"fmodel1","qmodel1","rmodel1","stk04"
"3033",1971,57434.8780443458,"ssb",28,"fmodel1","qmodel1","rmodel1","stk04"
"3034",1972,43561.9199479766,"ssb",28,"fmodel1","qmodel1","rmodel1","stk04"
"3035",1973,35780.7048805602,"ssb",28,"fmodel1","qmodel1","rmodel1","stk04"
"3036",1974,35891.2677625218,"ssb",28,"fmodel1","qmodel1","rmodel1","stk04"
"3037",1975,41519.5161668952,"ssb",28,"fmodel1","qmodel1","rmodel1","stk04"
"3038",1976,51314.8993882337,"ssb",28,"fmodel1","qmodel1","rmodel1","stk04"
"3039",1977,64122.8436728704,"ssb",28,"fmodel1","qmodel1","rmodel1","stk04"
"3040",1978,83248.4424525513,"ssb",28,"fmodel1","qmodel1","rmodel1","stk04"
"3041",1979,84785.2379214465,"ssb",28,"fmodel1","qmodel1","rmodel1","stk04"
"3042",1980,77202.9992752819,"ssb",28,"fmodel1","qmodel1","rmodel1","stk04"
"3043",1981,74655.2896224872,"ssb",28,"fmodel1","qmodel1","rmodel1","stk04"
"3044",1982,64113.7384964896,"ssb",28,"fmodel1","qmodel1","rmodel1","stk04"
"3045",1983,51955.1086498169,"ssb",28,"fmodel1","qmodel1","rmodel1","stk04"
"3046",1984,39798.0335531261,"ssb",28,"fmodel1","qmodel1","rmodel1","stk04"
"3047",1985,33686.4402845336,"ssb",28,"fmodel1","qmodel1","rmodel1","stk04"
"3048",1986,32737.9050937876,"ssb",28,"fmodel1","qmodel1","rmodel1","stk04"
"3049",1987,32790.3496521004,"ssb",28,"fmodel1","qmodel1","rmodel1","stk04"
"3050",1988,32996.776719604,"ssb",28,"fmodel1","qmodel1","rmodel1","stk04"
"3051",1989,30845.4875748523,"ssb",28,"fmodel1","qmodel1","rmodel1","stk04"
"3052",1990,31694.078165525,"ssb",28,"fmodel1","qmodel1","rmodel1","stk04"
"3053",1991,26464.5593014027,"ssb",28,"fmodel1","qmodel1","rmodel1","stk04"
"3054",1992,22714.0963067592,"ssb",28,"fmodel1","qmodel1","rmodel1","stk04"
"3055",1993,23291.7461206699,"ssb",28,"fmodel1","qmodel1","rmodel1","stk04"
"3056",1994,30958.2720540812,"ssb",28,"fmodel1","qmodel1","rmodel1","stk04"
"3057",1995,39301.6667440989,"ssb",28,"fmodel1","qmodel1","rmodel1","stk04"
"3058",1996,49624.762818925,"ssb",28,"fmodel1","qmodel1","rmodel1","stk04"
"3059",1997,61159.5607661028,"ssb",28,"fmodel1","qmodel1","rmodel1","stk04"
"3060",1998,73253.9134992075,"ssb",28,"fmodel1","qmodel1","rmodel1","stk04"
"3061",1999,88045.2495987183,"ssb",28,"fmodel1","qmodel1","rmodel1","stk04"
"3062",2000,109637.94810686,"ssb",28,"fmodel1","qmodel1","rmodel1","stk04"
"3063",2001,132299.077543848,"ssb",28,"fmodel1","qmodel1","rmodel1","stk04"
"3064",2002,138780.401192525,"ssb",28,"fmodel1","qmodel1","rmodel1","stk04"
"3065",2003,141784.31723101,"ssb",28,"fmodel1","qmodel1","rmodel1","stk04"
"3066",2004,121111.49387692,"ssb",28,"fmodel1","qmodel1","rmodel1","stk04"
"3067",2005,114590.241242096,"ssb",28,"fmodel1","qmodel1","rmodel1","stk04"
"3068",2006,145205.558926373,"ssb",28,"fmodel1","qmodel1","rmodel1","stk04"
"3069",2007,142210.7543485,"ssb",28,"fmodel1","qmodel1","rmodel1","stk04"
"3070",2008,124733.196942093,"ssb",28,"fmodel1","qmodel1","rmodel1","stk04"
"3071",2009,103681.44719719,"ssb",28,"fmodel1","qmodel1","rmodel1","stk04"
"3072",2010,80432.9148378993,"ssb",28,"fmodel1","qmodel1","rmodel1","stk04"
"3073",2011,62575.9911430931,"ssb",28,"fmodel1","qmodel1","rmodel1","stk04"
"3074",2012,61718.7338158244,"ssb",28,"fmodel1","qmodel1","rmodel1","stk04"
"3075",2013,88756.3802067745,"ssb",28,"fmodel1","qmodel1","rmodel1","stk04"
"3076",2014,107889.979449992,"ssb",28,"fmodel1","qmodel1","rmodel1","stk04"
"3077",2015,110780.460978347,"ssb",28,"fmodel1","qmodel1","rmodel1","stk04"
"3078",2016,137399.28811095,"ssb",28,"fmodel1","qmodel1","rmodel1","stk04"
"3079",2017,152247.486174986,"ssb",28,"fmodel1","qmodel1","rmodel1","stk04"
"3080",2018,148010.200801001,"ssb",28,"fmodel1","qmodel1","rmodel1","stk04"
"3081",1963,0.12363475,"fbar",28,"fmodel1","qmodel1","rmodel1","stk04"
"3082",1964,0.152072,"fbar",28,"fmodel1","qmodel1","rmodel1","stk04"
"3083",1965,0.2032575,"fbar",28,"fmodel1","qmodel1","rmodel1","stk04"
"3084",1966,0.2915205,"fbar",28,"fmodel1","qmodel1","rmodel1","stk04"
"3085",1967,0.3935045,"fbar",28,"fmodel1","qmodel1","rmodel1","stk04"
"3086",1968,0.45302125,"fbar",28,"fmodel1","qmodel1","rmodel1","stk04"
"3087",1969,0.48420075,"fbar",28,"fmodel1","qmodel1","rmodel1","stk04"
"3088",1970,0.5519865,"fbar",28,"fmodel1","qmodel1","rmodel1","stk04"
"3089",1971,0.60576675,"fbar",28,"fmodel1","qmodel1","rmodel1","stk04"
"3090",1972,0.46840075,"fbar",28,"fmodel1","qmodel1","rmodel1","stk04"
"3091",1973,0.2392675,"fbar",28,"fmodel1","qmodel1","rmodel1","stk04"
"3092",1974,0.12414725,"fbar",28,"fmodel1","qmodel1","rmodel1","stk04"
"3093",1975,0.106376425,"fbar",28,"fmodel1","qmodel1","rmodel1","stk04"
"3094",1976,0.14369675,"fbar",28,"fmodel1","qmodel1","rmodel1","stk04"
"3095",1977,0.191087,"fbar",28,"fmodel1","qmodel1","rmodel1","stk04"
"3096",1978,0.19588675,"fbar",28,"fmodel1","qmodel1","rmodel1","stk04"
"3097",1979,0.19373375,"fbar",28,"fmodel1","qmodel1","rmodel1","stk04"
"3098",1980,0.23535675,"fbar",28,"fmodel1","qmodel1","rmodel1","stk04"
"3099",1981,0.3111215,"fbar",28,"fmodel1","qmodel1","rmodel1","stk04"
"3100",1982,0.348868,"fbar",28,"fmodel1","qmodel1","rmodel1","stk04"
"3101",1983,0.32947425,"fbar",28,"fmodel1","qmodel1","rmodel1","stk04"
"3102",1984,0.30405875,"fbar",28,"fmodel1","qmodel1","rmodel1","stk04"
"3103",1985,0.2806195,"fbar",28,"fmodel1","qmodel1","rmodel1","stk04"
"3104",1986,0.24686225,"fbar",28,"fmodel1","qmodel1","rmodel1","stk04"
"3105",1987,0.22994475,"fbar",28,"fmodel1","qmodel1","rmodel1","stk04"
"3106",1988,0.26553575,"fbar",28,"fmodel1","qmodel1","rmodel1","stk04"
"3107",1989,0.349061,"fbar",28,"fmodel1","qmodel1","rmodel1","stk04"
"3108",1990,0.39437075,"fbar",28,"fmodel1","qmodel1","rmodel1","stk04"
"3109",1991,0.34068175,"fbar",28,"fmodel1","qmodel1","rmodel1","stk04"
"3110",1992,0.26246775,"fbar",28,"fmodel1","qmodel1","rmodel1","stk04"
"3111",1993,0.20955325,"fbar",28,"fmodel1","qmodel1","rmodel1","stk04"
"3112",1994,0.169601,"fbar",28,"fmodel1","qmodel1","rmodel1","stk04"
"3113",1995,0.13469125,"fbar",28,"fmodel1","qmodel1","rmodel1","stk04"
"3114",1996,0.11324525,"fbar",28,"fmodel1","qmodel1","rmodel1","stk04"
"3115",1997,0.104744325,"fbar",28,"fmodel1","qmodel1","rmodel1","stk04"
"3116",1998,0.098062975,"fbar",28,"fmodel1","qmodel1","rmodel1","stk04"
"3117",1999,0.09143105,"fbar",28,"fmodel1","qmodel1","rmodel1","stk04"
"3118",2000,0.099342075,"fbar",28,"fmodel1","qmodel1","rmodel1","stk04"
"3119",2001,0.136196,"fbar",28,"fmodel1","qmodel1","rmodel1","stk04"
"3120",2002,0.1876295,"fbar",28,"fmodel1","qmodel1","rmodel1","stk04"
"3121",2003,0.19099825,"fbar",28,"fmodel1","qmodel1","rmodel1","stk04"
"3122",2004,0.14643175,"fbar",28,"fmodel1","qmodel1","rmodel1","stk04"
"3123",2005,0.11883275,"fbar",28,"fmodel1","qmodel1","rmodel1","stk04"
"3124",2006,0.132122,"fbar",28,"fmodel1","qmodel1","rmodel1","stk04"
"3125",2007,0.186221,"fbar",28,"fmodel1","qmodel1","rmodel1","stk04"
"3126",2008,0.253325,"fbar",28,"fmodel1","qmodel1","rmodel1","stk04"
"3127",2009,0.26756325,"fbar",28,"fmodel1","qmodel1","rmodel1","stk04"
"3128",2010,0.20791125,"fbar",28,"fmodel1","qmodel1","rmodel1","stk04"
"3129",2011,0.13439075,"fbar",28,"fmodel1","qmodel1","rmodel1","stk04"
"3130",2012,0.0926876,"fbar",28,"fmodel1","qmodel1","rmodel1","stk04"
"3131",2013,0.082630675,"fbar",28,"fmodel1","qmodel1","rmodel1","stk04"
"3132",2014,0.089989675,"fbar",28,"fmodel1","qmodel1","rmodel1","stk04"
"3133",2015,0.09425875,"fbar",28,"fmodel1","qmodel1","rmodel1","stk04"
"3134",2016,0.081848,"fbar",28,"fmodel1","qmodel1","rmodel1","stk04"
"3135",2017,0.062449725,"fbar",28,"fmodel1","qmodel1","rmodel1","stk04"
"3136",2018,0.046591575,"fbar",28,"fmodel1","qmodel1","rmodel1","stk04"
"3137",1963,153383.888334167,"ssb",29,"fmodel2","qmodel1","rmodel1","stk04"
"3138",1964,149884.389657432,"ssb",29,"fmodel2","qmodel1","rmodel1","stk04"
"3139",1965,145621.089574484,"ssb",29,"fmodel2","qmodel1","rmodel1","stk04"
"3140",1966,121698.384622139,"ssb",29,"fmodel2","qmodel1","rmodel1","stk04"
"3141",1967,85178.1874284543,"ssb",29,"fmodel2","qmodel1","rmodel1","stk04"
"3142",1968,60130.5379150565,"ssb",29,"fmodel2","qmodel1","rmodel1","stk04"
"3143",1969,46061.4668187792,"ssb",29,"fmodel2","qmodel1","rmodel1","stk04"
"3144",1970,33348.6481286483,"ssb",29,"fmodel2","qmodel1","rmodel1","stk04"
"3145",1971,20625.9130561317,"ssb",29,"fmodel2","qmodel1","rmodel1","stk04"
"3146",1972,12357.686232455,"ssb",29,"fmodel2","qmodel1","rmodel1","stk04"
"3147",1973,9061.04331283139,"ssb",29,"fmodel2","qmodel1","rmodel1","stk04"
"3148",1974,12032.2074054601,"ssb",29,"fmodel2","qmodel1","rmodel1","stk04"
"3149",1975,17970.0969492977,"ssb",29,"fmodel2","qmodel1","rmodel1","stk04"
"3150",1976,22208.5056875378,"ssb",29,"fmodel2","qmodel1","rmodel1","stk04"
"3151",1977,35095.7665615197,"ssb",29,"fmodel2","qmodel1","rmodel1","stk04"
"3152",1978,55688.4446858026,"ssb",29,"fmodel2","qmodel1","rmodel1","stk04"
"3153",1979,57449.0195465491,"ssb",29,"fmodel2","qmodel1","rmodel1","stk04"
"3154",1980,51267.9640289035,"ssb",29,"fmodel2","qmodel1","rmodel1","stk04"
"3155",1981,44714.6255459981,"ssb",29,"fmodel2","qmodel1","rmodel1","stk04"
"3156",1982,34451.6012636196,"ssb",29,"fmodel2","qmodel1","rmodel1","stk04"
"3157",1983,25023.6796340327,"ssb",29,"fmodel2","qmodel1","rmodel1","stk04"
"3158",1984,17692.8173630635,"ssb",29,"fmodel2","qmodel1","rmodel1","stk04"
"3159",1985,14868.759324234,"ssb",29,"fmodel2","qmodel1","rmodel1","stk04"
"3160",1986,14187.4054795053,"ssb",29,"fmodel2","qmodel1","rmodel1","stk04"
"3161",1987,13874.0834931752,"ssb",29,"fmodel2","qmodel1","rmodel1","stk04"
"3162",1988,14330.088451637,"ssb",29,"fmodel2","qmodel1","rmodel1","stk04"
"3163",1989,15782.054268877,"ssb",29,"fmodel2","qmodel1","rmodel1","stk04"
"3164",1990,17222.8924020036,"ssb",29,"fmodel2","qmodel1","rmodel1","stk04"
"3165",1991,14585.1402511877,"ssb",29,"fmodel2","qmodel1","rmodel1","stk04"
"3166",1992,10766.1587170462,"ssb",29,"fmodel2","qmodel1","rmodel1","stk04"
"3167",1993,10049.3295562263,"ssb",29,"fmodel2","qmodel1","rmodel1","stk04"
"3168",1994,15662.3513616362,"ssb",29,"fmodel2","qmodel1","rmodel1","stk04"
"3169",1995,22984.4406666753,"ssb",29,"fmodel2","qmodel1","rmodel1","stk04"
"3170",1996,30013.279339645,"ssb",29,"fmodel2","qmodel1","rmodel1","stk04"
"3171",1997,36174.8415784305,"ssb",29,"fmodel2","qmodel1","rmodel1","stk04"
"3172",1998,41428.5714667911,"ssb",29,"fmodel2","qmodel1","rmodel1","stk04"
"3173",1999,47932.5604581397,"ssb",29,"fmodel2","qmodel1","rmodel1","stk04"
"3174",2000,58523.2733932183,"ssb",29,"fmodel2","qmodel1","rmodel1","stk04"
"3175",2001,67907.39088541,"ssb",29,"fmodel2","qmodel1","rmodel1","stk04"
"3176",2002,72067.6183617601,"ssb",29,"fmodel2","qmodel1","rmodel1","stk04"
"3177",2003,72648.3489814551,"ssb",29,"fmodel2","qmodel1","rmodel1","stk04"
"3178",2004,56632.4859391047,"ssb",29,"fmodel2","qmodel1","rmodel1","stk04"
"3179",2005,54445.372136322,"ssb",29,"fmodel2","qmodel1","rmodel1","stk04"
"3180",2006,80519.7440490256,"ssb",29,"fmodel2","qmodel1","rmodel1","stk04"
"3181",2007,84924.8179011839,"ssb",29,"fmodel2","qmodel1","rmodel1","stk04"
"3182",2008,74348.7148295615,"ssb",29,"fmodel2","qmodel1","rmodel1","stk04"
"3183",2009,60446.9592118435,"ssb",29,"fmodel2","qmodel1","rmodel1","stk04"
"3184",2010,40167.7786130361,"ssb",29,"fmodel2","qmodel1","rmodel1","stk04"
"3185",2011,23622.3954553841,"ssb",29,"fmodel2","qmodel1","rmodel1","stk04"
"3186",2012,21760.4548801395,"ssb",29,"fmodel2","qmodel1","rmodel1","stk04"
"3187",2013,38938.3999292385,"ssb",29,"fmodel2","qmodel1","rmodel1","stk04"
"3188",2014,49206.0854254388,"ssb",29,"fmodel2","qmodel1","rmodel1","stk04"
"3189",2015,47014.6089369265,"ssb",29,"fmodel2","qmodel1","rmodel1","stk04"
"3190",2016,57569.2187796075,"ssb",29,"fmodel2","qmodel1","rmodel1","stk04"
"3191",2017,59884.6747939872,"ssb",29,"fmodel2","qmodel1","rmodel1","stk04"
"3192",2018,56605.7810135058,"ssb",29,"fmodel2","qmodel1","rmodel1","stk04"
"3193",1963,0.24674725,"fbar",29,"fmodel2","qmodel1","rmodel1","stk04"
"3194",1964,0.35842,"fbar",29,"fmodel2","qmodel1","rmodel1","stk04"
"3195",1965,0.4920585,"fbar",29,"fmodel2","qmodel1","rmodel1","stk04"
"3196",1966,0.55703225,"fbar",29,"fmodel2","qmodel1","rmodel1","stk04"
"3197",1967,0.49514525,"fbar",29,"fmodel2","qmodel1","rmodel1","stk04"
"3198",1968,0.4130535,"fbar",29,"fmodel2","qmodel1","rmodel1","stk04"
"3199",1969,0.392351,"fbar",29,"fmodel2","qmodel1","rmodel1","stk04"
"3200",1970,0.47077375,"fbar",29,"fmodel2","qmodel1","rmodel1","stk04"
"3201",1971,0.5507045,"fbar",29,"fmodel2","qmodel1","rmodel1","stk04"
"3202",1972,0.40642675,"fbar",29,"fmodel2","qmodel1","rmodel1","stk04"
"3203",1973,0.21421275,"fbar",29,"fmodel2","qmodel1","rmodel1","stk04"
"3204",1974,0.1584762,"fbar",29,"fmodel2","qmodel1","rmodel1","stk04"
"3205",1975,0.151233675,"fbar",29,"fmodel2","qmodel1","rmodel1","stk04"
"3206",1976,0.1607574,"fbar",29,"fmodel2","qmodel1","rmodel1","stk04"
"3207",1977,0.22821875,"fbar",29,"fmodel2","qmodel1","rmodel1","stk04"
"3208",1978,0.3664415,"fbar",29,"fmodel2","qmodel1","rmodel1","stk04"
"3209",1979,0.4886615,"fbar",29,"fmodel2","qmodel1","rmodel1","stk04"
"3210",1980,0.54368425,"fbar",29,"fmodel2","qmodel1","rmodel1","stk04"
"3211",1981,0.53457025,"fbar",29,"fmodel2","qmodel1","rmodel1","stk04"
"3212",1982,0.48931575,"fbar",29,"fmodel2","qmodel1","rmodel1","stk04"
"3213",1983,0.445192,"fbar",29,"fmodel2","qmodel1","rmodel1","stk04"
"3214",1984,0.426524,"fbar",29,"fmodel2","qmodel1","rmodel1","stk04"
"3215",1985,0.42242625,"fbar",29,"fmodel2","qmodel1","rmodel1","stk04"
"3216",1986,0.40363925,"fbar",29,"fmodel2","qmodel1","rmodel1","stk04"
"3217",1987,0.35730875,"fbar",29,"fmodel2","qmodel1","rmodel1","stk04"
"3218",1988,0.32487475,"fbar",29,"fmodel2","qmodel1","rmodel1","stk04"
"3219",1989,0.33582675,"fbar",29,"fmodel2","qmodel1","rmodel1","stk04"
"3220",1990,0.4076295,"fbar",29,"fmodel2","qmodel1","rmodel1","stk04"
"3221",1991,0.520995,"fbar",29,"fmodel2","qmodel1","rmodel1","stk04"
"3222",1992,0.5950265,"fbar",29,"fmodel2","qmodel1","rmodel1","stk04"
"3223",1993,0.527025,"fbar",29,"fmodel2","qmodel1","rmodel1","stk04"
"3224",1994,0.39080075,"fbar",29,"fmodel2","qmodel1","rmodel1","stk04"
"3225",1995,0.27763575,"fbar",29,"fmodel2","qmodel1","rmodel1","stk04"
"3226",1996,0.21301625,"fbar",29,"fmodel2","qmodel1","rmodel1","stk04"
"3227",1997,0.18488,"fbar",29,"fmodel2","qmodel1","rmodel1","stk04"
"3228",1998,0.18073525,"fbar",29,"fmodel2","qmodel1","rmodel1","stk04"
"3229",1999,0.19592675,"fbar",29,"fmodel2","qmodel1","rmodel1","stk04"
"3230",2000,0.230884,"fbar",29,"fmodel2","qmodel1","rmodel1","stk04"
"3231",2001,0.27872025,"fbar",29,"fmodel2","qmodel1","rmodel1","stk04"
"3232",2002,0.324452,"fbar",29,"fmodel2","qmodel1","rmodel1","stk04"
"3233",2003,0.3619865,"fbar",29,"fmodel2","qmodel1","rmodel1","stk04"
"3234",2004,0.387685,"fbar",29,"fmodel2","qmodel1","rmodel1","stk04"
"3235",2005,0.400227,"fbar",29,"fmodel2","qmodel1","rmodel1","stk04"
"3236",2006,0.39525125,"fbar",29,"fmodel2","qmodel1","rmodel1","stk04"
"3237",2007,0.36741625,"fbar",29,"fmodel2","qmodel1","rmodel1","stk04"
"3238",2008,0.340077,"fbar",29,"fmodel2","qmodel1","rmodel1","stk04"
"3239",2009,0.34546325,"fbar",29,"fmodel2","qmodel1","rmodel1","stk04"
"3240",2010,0.395277,"fbar",29,"fmodel2","qmodel1","rmodel1","stk04"
"3241",2011,0.478469,"fbar",29,"fmodel2","qmodel1","rmodel1","stk04"
"3242",2012,0.567012,"fbar",29,"fmodel2","qmodel1","rmodel1","stk04"
"3243",2013,0.613077,"fbar",29,"fmodel2","qmodel1","rmodel1","stk04"
"3244",2014,0.60495575,"fbar",29,"fmodel2","qmodel1","rmodel1","stk04"
"3245",2015,0.52323275,"fbar",29,"fmodel2","qmodel1","rmodel1","stk04"
"3246",2016,0.36863975,"fbar",29,"fmodel2","qmodel1","rmodel1","stk04"
"3247",2017,0.2313965,"fbar",29,"fmodel2","qmodel1","rmodel1","stk04"
"3248",2018,0.1531275,"fbar",29,"fmodel2","qmodel1","rmodel1","stk04"
"3249",1963,213240.700383594,"ssb",30,"fmodel3","qmodel1","rmodel1","stk04"
"3250",1964,215400.541535271,"ssb",30,"fmodel3","qmodel1","rmodel1","stk04"
"3251",1965,214550.021819794,"ssb",30,"fmodel3","qmodel1","rmodel1","stk04"
"3252",1966,189752.821710198,"ssb",30,"fmodel3","qmodel1","rmodel1","stk04"
"3253",1967,143968.118397399,"ssb",30,"fmodel3","qmodel1","rmodel1","stk04"
"3254",1968,99279.1925093961,"ssb",30,"fmodel3","qmodel1","rmodel1","stk04"
"3255",1969,68137.7995657635,"ssb",30,"fmodel3","qmodel1","rmodel1","stk04"
"3256",1970,40615.6378583784,"ssb",30,"fmodel3","qmodel1","rmodel1","stk04"
"3257",1971,21157.7073106994,"ssb",30,"fmodel3","qmodel1","rmodel1","stk04"
"3258",1972,13337.1546475451,"ssb",30,"fmodel3","qmodel1","rmodel1","stk04"
"3259",1973,11194.4375048559,"ssb",30,"fmodel3","qmodel1","rmodel1","stk04"
"3260",1974,14309.0803333204,"ssb",30,"fmodel3","qmodel1","rmodel1","stk04"
"3261",1975,19753.6358717707,"ssb",30,"fmodel3","qmodel1","rmodel1","stk04"
"3262",1976,26185.9636373572,"ssb",30,"fmodel3","qmodel1","rmodel1","stk04"
"3263",1977,42179.6660129939,"ssb",30,"fmodel3","qmodel1","rmodel1","stk04"
"3264",1978,62252.940131982,"ssb",30,"fmodel3","qmodel1","rmodel1","stk04"
"3265",1979,66797.3698698789,"ssb",30,"fmodel3","qmodel1","rmodel1","stk04"
"3266",1980,65576.4468077006,"ssb",30,"fmodel3","qmodel1","rmodel1","stk04"
"3267",1981,59899.2501534382,"ssb",30,"fmodel3","qmodel1","rmodel1","stk04"
"3268",1982,48035.9985285977,"ssb",30,"fmodel3","qmodel1","rmodel1","stk04"
"3269",1983,36003.0087359338,"ssb",30,"fmodel3","qmodel1","rmodel1","stk04"
"3270",1984,26584.2608171785,"ssb",30,"fmodel3","qmodel1","rmodel1","stk04"
"3271",1985,22959.3780969768,"ssb",30,"fmodel3","qmodel1","rmodel1","stk04"
"3272",1986,23038.1475049915,"ssb",30,"fmodel3","qmodel1","rmodel1","stk04"
"3273",1987,23668.8029681923,"ssb",30,"fmodel3","qmodel1","rmodel1","stk04"
"3274",1988,23598.8121805448,"ssb",30,"fmodel3","qmodel1","rmodel1","stk04"
"3275",1989,23408.3207881531,"ssb",30,"fmodel3","qmodel1","rmodel1","stk04"
"3276",1990,22667.4304904174,"ssb",30,"fmodel3","qmodel1","rmodel1","stk04"
"3277",1991,18058.3283112317,"ssb",30,"fmodel3","qmodel1","rmodel1","stk04"
"3278",1992,15506.6956151555,"ssb",30,"fmodel3","qmodel1","rmodel1","stk04"
"3279",1993,17178.3907257146,"ssb",30,"fmodel3","qmodel1","rmodel1","stk04"
"3280",1994,23489.9600449716,"ssb",30,"fmodel3","qmodel1","rmodel1","stk04"
"3281",1995,30054.3439393472,"ssb",30,"fmodel3","qmodel1","rmodel1","stk04"
"3282",1996,38760.1676949602,"ssb",30,"fmodel3","qmodel1","rmodel1","stk04"
"3283",1997,49414.5885000798,"ssb",30,"fmodel3","qmodel1","rmodel1","stk04"
"3284",1998,61088.9876456154,"ssb",30,"fmodel3","qmodel1","rmodel1","stk04"
"3285",1999,75098.4930998455,"ssb",30,"fmodel3","qmodel1","rmodel1","stk04"
"3286",2000,93532.2348338425,"ssb",30,"fmodel3","qmodel1","rmodel1","stk04"
"3287",2001,106709.751001854,"ssb",30,"fmodel3","qmodel1","rmodel1","stk04"
"3288",2002,112050.456809629,"ssb",30,"fmodel3","qmodel1","rmodel1","stk04"
"3289",2003,114680.857205018,"ssb",30,"fmodel3","qmodel1","rmodel1","stk04"
"3290",2004,96743.9043833471,"ssb",30,"fmodel3","qmodel1","rmodel1","stk04"
"3291",2005,95525.9237239925,"ssb",30,"fmodel3","qmodel1","rmodel1","stk04"
"3292",2006,113647.565928146,"ssb",30,"fmodel3","qmodel1","rmodel1","stk04"
"3293",2007,102058.550942351,"ssb",30,"fmodel3","qmodel1","rmodel1","stk04"
"3294",2008,86264.0732113127,"ssb",30,"fmodel3","qmodel1","rmodel1","stk04"
"3295",2009,72524.1086518143,"ssb",30,"fmodel3","qmodel1","rmodel1","stk04"
"3296",2010,55265.0843737647,"ssb",30,"fmodel3","qmodel1","rmodel1","stk04"
"3297",2011,41738.92458949,"ssb",30,"fmodel3","qmodel1","rmodel1","stk04"
"3298",2012,43730.2013538088,"ssb",30,"fmodel3","qmodel1","rmodel1","stk04"
"3299",2013,62282.3349298752,"ssb",30,"fmodel3","qmodel1","rmodel1","stk04"
"3300",2014,73996.736350369,"ssb",30,"fmodel3","qmodel1","rmodel1","stk04"
"3301",2015,78270.8789712826,"ssb",30,"fmodel3","qmodel1","rmodel1","stk04"
"3302",2016,103901.935613816,"ssb",30,"fmodel3","qmodel1","rmodel1","stk04"
"3303",2017,117433.375023324,"ssb",30,"fmodel3","qmodel1","rmodel1","stk04"
"3304",2018,117193.03859631,"ssb",30,"fmodel3","qmodel1","rmodel1","stk04"
"3305",1963,0.1485345,"fbar",30,"fmodel3","qmodel1","rmodel1","stk04"
"3306",1964,0.17366075,"fbar",30,"fmodel3","qmodel1","rmodel1","stk04"
"3307",1965,0.2084805,"fbar",30,"fmodel3","qmodel1","rmodel1","stk04"
"3308",1966,0.26216025,"fbar",30,"fmodel3","qmodel1","rmodel1","stk04"
"3309",1967,0.3442505,"fbar",30,"fmodel3","qmodel1","rmodel1","stk04"
"3310",1968,0.45632425,"fbar",30,"fmodel3","qmodel1","rmodel1","stk04"
"3311",1969,0.57624975,"fbar",30,"fmodel3","qmodel1","rmodel1","stk04"
"3312",1970,0.65070125,"fbar",30,"fmodel3","qmodel1","rmodel1","stk04"
"3313",1971,0.628041,"fbar",30,"fmodel3","qmodel1","rmodel1","stk04"
"3314",1972,0.5144345,"fbar",30,"fmodel3","qmodel1","rmodel1","stk04"
"3315",1973,0.37181075,"fbar",30,"fmodel3","qmodel1","rmodel1","stk04"
"3316",1974,0.256213,"fbar",30,"fmodel3","qmodel1","rmodel1","stk04"
"3317",1975,0.1849765,"fbar",30,"fmodel3","qmodel1","rmodel1","stk04"
"3318",1976,0.15191025,"fbar",30,"fmodel3","qmodel1","rmodel1","stk04"
"3319",1977,0.1482975,"fbar",30,"fmodel3","qmodel1","rmodel1","stk04"
"3320",1978,0.17068425,"fbar",30,"fmodel3","qmodel1","rmodel1","stk04"
"3321",1979,0.21880475,"fbar",30,"fmodel3","qmodel1","rmodel1","stk04"
"3322",1980,0.2868505,"fbar",30,"fmodel3","qmodel1","rmodel1","stk04"
"3323",1981,0.35361425,"fbar",30,"fmodel3","qmodel1","rmodel1","stk04"
"3324",1982,0.38841425,"fbar",30,"fmodel3","qmodel1","rmodel1","stk04"
"3325",1983,0.37758875,"fbar",30,"fmodel3","qmodel1","rmodel1","stk04"
"3326",1984,0.3379225,"fbar",30,"fmodel3","qmodel1","rmodel1","stk04"
"3327",1985,0.29778475,"fbar",30,"fmodel3","qmodel1","rmodel1","stk04"
"3328",1986,0.27620975,"fbar",30,"fmodel3","qmodel1","rmodel1","stk04"
"3329",1987,0.2803045,"fbar",30,"fmodel3","qmodel1","rmodel1","stk04"
"3330",1988,0.30966675,"fbar",30,"fmodel3","qmodel1","rmodel1","stk04"
"3331",1989,0.35542275,"fbar",30,"fmodel3","qmodel1","rmodel1","stk04"
"3332",1990,0.39531325,"fbar",30,"fmodel3","qmodel1","rmodel1","stk04"
"3333",1991,0.3993905,"fbar",30,"fmodel3","qmodel1","rmodel1","stk04"
"3334",1992,0.35433775,"fbar",30,"fmodel3","qmodel1","rmodel1","stk04"
"3335",1993,0.27901975,"fbar",30,"fmodel3","qmodel1","rmodel1","stk04"
"3336",1994,0.2053275,"fbar",30,"fmodel3","qmodel1","rmodel1","stk04"
"3337",1995,0.15196125,"fbar",30,"fmodel3","qmodel1","rmodel1","stk04"
"3338",1996,0.121147,"fbar",30,"fmodel3","qmodel1","rmodel1","stk04"
"3339",1997,0.10834,"fbar",30,"fmodel3","qmodel1","rmodel1","stk04"
"3340",1998,0.10879975,"fbar",30,"fmodel3","qmodel1","rmodel1","stk04"
"3341",1999,0.118618,"fbar",30,"fmodel3","qmodel1","rmodel1","stk04"
"3342",2000,0.13338675,"fbar",30,"fmodel3","qmodel1","rmodel1","stk04"
